Station ID,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,city,activity_status
EVS03519,AC Level 1,0.15,9:00-18:00,12.43,69,Tesla,22,Type 2,2015,No,3.0,9,Monthly,Mumbai,high
EVS03694,AC Level 1,0.45,6:00-22:00,19.12,28,EVgo,350,Type 2,2011,Yes,4.2,4,Monthly,Moscow,low
EVS04039,AC Level 2,0.33,6:00-22:00,7.23,46,ChargePoint,150,CCS,2016,Yes,3.9,4,Annually,Sydney,low
EVS04309,AC Level 2,0.29,9:00-18:00,1.93,99,Greenlots,50,"Type 2, CCS",2011,Yes,3.3,10,Monthly,Mumbai,high
EVS04348,AC Level 1,0.4,6:00-22:00,17.1,67,Tesla,350,CHAdeMO,2021,No,4.4,8,Quarterly,Seoul,high
EVS04376,DC Fast Charger,0.36,24/7,9.1,66,Ionity,50,CCS,2013,Yes,4.6,7,Monthly,Moscow,high
EVS04634,DC Fast Charger,0.11,24/7,14.59,94,ChargePoint,22,"Type 2, Tesla",2011,Yes,4.0,4,Monthly,Toronto,high
EVS04636,DC Fast Charger,0.14,24/7,13.66,48,EVgo,350,"Tesla, CCS",2022,Yes,3.7,3,Quarterly,Toronto,low
EVS04776,AC Level 1,0.26,24/7,10.62,22,ChargePoint,50,CCS,2011,No,4.7,8,Quarterly,Berlin,low
EVS04848,AC Level 1,0.3,6:00-22:00,3.83,74,Greenlots,150,"Type 2, Tesla",2019,Yes,3.3,4,Quarterly,Los Angeles,high
EVS00063,DC Fast Charger,0.28,9:00-18:00,0.96,49,Greenlots,350,Type 2,2018,No,3.8,9,Annually,Chicago,low
EVS00206,AC Level 2,0.38,24/7,18.6,66,Greenlots,50,CCS,2012,Yes,4.4,4,Annually,Mexico City,high
EVS00220,AC Level 2,0.32,6:00-22:00,13.84,93,Tesla,350,"Tesla, Type 2",2010,No,3.0,9,Annually,Dubai,high
EVS00725,AC Level 1,0.48,6:00-22:00,1.9,84,EVgo,22,"Tesla, Type 2",2022,No,3.9,6,Monthly,Toronto,high
EVS00740,AC Level 2,0.45,9:00-18:00,9.03,18,Greenlots,150,"Type 2, Tesla",2021,No,4.1,3,Quarterly,Chicago,low
EVS01210,AC Level 2,0.45,24/7,14.46,27,ChargePoint,350,"CHAdeMO, Tesla",2017,No,3.2,9,Quarterly,Moscow,low
EVS01469,DC Fast Charger,0.24,6:00-22:00,13.95,97,Tesla,22,"CCS, Type 2",2016,No,4.7,2,Monthly,Mumbai,high
EVS01742,AC Level 2,0.31,24/7,15.62,40,ChargePoint,150,CHAdeMO,2012,No,3.2,6,Annually,São Paulo,low
EVS02154,AC Level 2,0.24,6:00-22:00,1.06,11,Ionity,50,"Tesla, CHAdeMO",2013,Yes,3.4,5,Monthly,Seoul,low
EVS02509,AC Level 2,0.36,6:00-22:00,9.39,16,EVgo,350,Tesla,2013,No,4.7,5,Quarterly,Sydney,low
EVS02589,AC Level 1,0.41,24/7,7.54,100,Ionity,50,"Type 2, Tesla",2019,No,4.9,8,Monthly,Seoul,high
EVS02698,AC Level 2,0.48,24/7,19.22,32,Greenlots,22,CCS,2011,Yes,3.6,6,Quarterly,Sydney,low
EVS02898,DC Fast Charger,0.15,9:00-18:00,11.71,30,EVgo,22,CHAdeMO,2022,Yes,5.0,9,Quarterly,Los Angeles,low
EVS02934,DC Fast Charger,0.42,24/7,4.76,98,Ionity,22,"CHAdeMO, CCS",2015,Yes,3.7,8,Quarterly,Beijing,high
EVS02936,AC Level 2,0.45,6:00-22:00,5.54,25,ChargePoint,50,Tesla,2012,Yes,3.0,9,Quarterly,Chicago,low
EVS02996,AC Level 2,0.11,6:00-22:00,18.7,47,EVgo,22,"CCS, Type 2",2022,Yes,3.5,1,Annually,Cape Town,low
EVS03590,AC Level 1,0.49,24/7,6.11,98,EVgo,50,CCS,2010,Yes,4.9,3,Annually,Mumbai,high
EVS04038,AC Level 2,0.36,24/7,16.08,62,EVgo,150,Type 2,2013,Yes,4.7,5,Monthly,Cape Town,high
EVS04218,DC Fast Charger,0.27,9:00-18:00,8.88,19,EVgo,50,Type 2,2020,Yes,4.0,9,Monthly,Chicago,low
EVS04473,AC Level 2,0.21,6:00-22:00,18.32,81,ChargePoint,50,CHAdeMO,2016,No,3.8,6,Monthly,Berlin,high
EVS04660,AC Level 2,0.27,24/7,1.43,43,Greenlots,150,CCS,2010,No,3.8,7,Quarterly,Beijing,low
EVS04955,AC Level 2,0.28,24/7,2.51,16,Tesla,22,"CCS, Tesla",2020,No,4.6,9,Monthly,Bangkok,low
EVS00078,AC Level 2,0.34,24/7,8.41,100,ChargePoint,350,Tesla,2017,Yes,3.1,5,Monthly,Sydney,high
EVS00219,AC Level 1,0.25,9:00-18:00,16.3,71,ChargePoint,150,"Tesla, CHAdeMO",2021,No,4.6,5,Quarterly,San Francisco,high
EVS00864,DC Fast Charger,0.19,9:00-18:00,0.72,76,ChargePoint,150,CHAdeMO,2017,No,4.3,8,Monthly,Berlin,high
EVS00975,AC Level 1,0.23,9:00-18:00,11.24,21,Greenlots,150,Tesla,2019,No,4.4,10,Quarterly,Mexico City,low
EVS01160,AC Level 1,0.18,24/7,11.8,59,Ionity,350,"CHAdeMO, Type 2",2016,No,3.2,5,Quarterly,Berlin,high
EVS01189,DC Fast Charger,0.15,24/7,3.8,80,EVgo,150,CHAdeMO,2014,Yes,4.6,4,Annually,Los Angeles,high
EVS01195,DC Fast Charger,0.38,6:00-22:00,7.13,67,Ionity,22,"Type 2, Tesla",2012,No,4.7,10,Annually,Mexico City,high
EVS01246,DC Fast Charger,0.44,6:00-22:00,2.05,13,Ionity,150,"CCS, Tesla",2018,No,4.4,7,Quarterly,Beijing,low
EVS01396,AC Level 2,0.5,24/7,15.36,23,Greenlots,50,"CHAdeMO, Tesla",2010,No,3.2,8,Quarterly,Dubai,low
EVS01414,DC Fast Charger,0.39,9:00-18:00,5.15,96,Ionity,22,Tesla,2022,Yes,4.3,10,Monthly,San Francisco,high
EVS01443,AC Level 1,0.14,9:00-18:00,14.0,54,ChargePoint,150,CHAdeMO,2011,Yes,3.9,1,Monthly,Dubai,high
EVS01464,AC Level 2,0.47,6:00-22:00,10.24,93,Tesla,22,CHAdeMO,2018,No,4.4,6,Monthly,Los Angeles,high
EVS01630,AC Level 1,0.25,6:00-22:00,19.96,26,Tesla,50,"CHAdeMO, Tesla",2021,Yes,4.6,3,Annually,Bangkok,low
EVS01904,AC Level 2,0.43,9:00-18:00,5.66,28,ChargePoint,150,Type 2,2020,No,3.8,5,Monthly,Cape Town,low
EVS01964,DC Fast Charger,0.29,6:00-22:00,17.65,70,Tesla,50,CHAdeMO,2010,Yes,4.3,4,Annually,Mumbai,high
EVS02086,AC Level 2,0.33,6:00-22:00,4.04,16,Ionity,50,Type 2,2018,Yes,4.0,7,Quarterly,Dubai,low
EVS02513,AC Level 1,0.21,9:00-18:00,6.32,62,Greenlots,50,"CCS, Tesla",2011,Yes,4.7,1,Monthly,São Paulo,high
EVS02615,DC Fast Charger,0.33,24/7,15.59,22,ChargePoint,22,Type 2,2019,Yes,4.2,2,Monthly,Bangkok,low
EVS03196,AC Level 2,0.4,9:00-18:00,3.25,35,ChargePoint,150,CCS,2012,Yes,3.6,2,Annually,Chicago,low
EVS03235,AC Level 2,0.41,24/7,4.65,39,Tesla,350,"Tesla, Type 2",2014,Yes,4.6,9,Monthly,Berlin,low
EVS03257,DC Fast Charger,0.17,9:00-18:00,12.31,34,ChargePoint,50,CCS,2021,Yes,5.0,6,Annually,San Francisco,low
EVS03373,AC Level 1,0.11,9:00-18:00,18.06,84,ChargePoint,50,CHAdeMO,2016,Yes,3.7,3,Annually,Sydney,high
EVS03589,AC Level 1,0.44,6:00-22:00,16.93,33,ChargePoint,50,CHAdeMO,2017,No,4.0,5,Quarterly,Moscow,low
EVS03695,DC Fast Charger,0.44,6:00-22:00,12.6,48,ChargePoint,150,"Type 2, Tesla",2013,No,4.6,10,Annually,Dubai,low
EVS03707,AC Level 1,0.27,24/7,2.03,95,Greenlots,350,"Type 2, CHAdeMO",2022,No,4.2,3,Monthly,Sydney,high
EVS04112,AC Level 1,0.35,24/7,18.5,62,EVgo,50,"CCS, Tesla",2016,No,4.9,1,Quarterly,Cape Town,high
EVS04173,AC Level 2,0.19,6:00-22:00,14.25,47,ChargePoint,150,"Type 2, CCS",2020,No,3.5,7,Quarterly,Bangkok,low
EVS04480,DC Fast Charger,0.49,6:00-22:00,15.26,38,Greenlots,150,Tesla,2020,Yes,3.7,6,Monthly,San Francisco,low
EVS04642,DC Fast Charger,0.26,9:00-18:00,12.9,51,Ionity,22,"Type 2, CHAdeMO",2019,Yes,4.3,4,Quarterly,Sydney,high
EVS04846,AC Level 2,0.31,24/7,6.23,50,ChargePoint,22,CHAdeMO,2019,No,4.8,1,Annually,Beijing,high
EVS04900,DC Fast Charger,0.5,6:00-22:00,9.4,22,ChargePoint,350,CCS,2011,No,4.2,7,Annually,Berlin,low
EVS00177,AC Level 2,0.26,6:00-22:00,14.74,25,ChargePoint,150,"CHAdeMO, Type 2",2010,Yes,3.4,4,Annually,Chicago,low
EVS00328,AC Level 2,0.11,6:00-22:00,9.9,59,Tesla,22,Tesla,2018,Yes,3.3,3,Monthly,São Paulo,high
EVS00923,DC Fast Charger,0.12,24/7,2.26,31,Tesla,150,Type 2,2014,No,5.0,2,Monthly,San Francisco,low
EVS00970,AC Level 2,0.31,6:00-22:00,13.72,95,EVgo,150,"Type 2, Tesla",2011,No,3.1,10,Annually,Bangkok,high
EVS01070,DC Fast Charger,0.22,6:00-22:00,4.56,71,Tesla,22,Tesla,2020,Yes,4.2,10,Monthly,São Paulo,high
EVS02036,DC Fast Charger,0.46,9:00-18:00,6.53,52,ChargePoint,150,"Tesla, CCS",2010,No,3.6,7,Monthly,Berlin,high
EVS02396,DC Fast Charger,0.5,6:00-22:00,18.2,50,Ionity,50,Type 2,2010,Yes,4.7,9,Quarterly,Seoul,high
EVS02492,AC Level 1,0.3,24/7,6.0,27,EVgo,50,Tesla,2022,Yes,3.4,9,Annually,Berlin,low
EVS02798,DC Fast Charger,0.32,9:00-18:00,9.76,67,EVgo,22,CCS,2020,Yes,4.5,3,Annually,São Paulo,high
EVS03212,DC Fast Charger,0.14,6:00-22:00,17.25,94,EVgo,150,CCS,2018,No,5.0,6,Quarterly,Seoul,high
EVS03422,AC Level 2,0.44,9:00-18:00,9.46,25,Tesla,350,Tesla,2017,No,3.4,2,Quarterly,Los Angeles,low
EVS03668,AC Level 1,0.29,6:00-22:00,12.73,69,Ionity,50,CHAdeMO,2014,No,4.8,6,Annually,Seoul,high
EVS03815,AC Level 2,0.45,6:00-22:00,1.06,73,EVgo,350,"CHAdeMO, CCS",2022,Yes,4.8,8,Monthly,Chicago,high
EVS04196,DC Fast Charger,0.42,6:00-22:00,12.45,17,ChargePoint,350,Type 2,2015,Yes,3.4,7,Quarterly,Toronto,low
EVS04386,AC Level 2,0.3,9:00-18:00,13.42,77,Greenlots,350,"Tesla, Type 2",2017,Yes,3.2,2,Annually,Mumbai,high
EVS04428,DC Fast Charger,0.36,9:00-18:00,11.12,70,Ionity,22,"Tesla, Type 2",2019,Yes,3.4,4,Quarterly,Los Angeles,high
EVS04544,AC Level 1,0.11,6:00-22:00,11.54,97,Greenlots,50,"Type 2, CCS",2013,Yes,3.9,8,Annually,Chicago,high
EVS04767,AC Level 2,0.1,6:00-22:00,14.15,74,Ionity,150,"CHAdeMO, Type 2",2010,No,3.0,1,Quarterly,Mexico City,high
EVS04923,AC Level 2,0.14,24/7,1.28,91,Tesla,150,CCS,2015,Yes,3.7,3,Monthly,Beijing,high
EVS00062,DC Fast Charger,0.23,6:00-22:00,0.68,68,Greenlots,50,Type 2,2023,Yes,4.9,8,Quarterly,Cape Town,high
EVS00183,AC Level 1,0.19,24/7,7.58,75,EVgo,350,"Tesla, Type 2",2023,Yes,4.5,3,Monthly,São Paulo,high
EVS00540,AC Level 1,0.27,6:00-22:00,5.38,76,ChargePoint,50,"Type 2, Tesla",2015,Yes,3.4,10,Monthly,Los Angeles,high
EVS00629,AC Level 2,0.11,6:00-22:00,6.71,13,EVgo,22,CCS,2023,Yes,3.6,5,Quarterly,Dubai,low
EVS00685,AC Level 2,0.19,6:00-22:00,14.34,76,Ionity,50,"CHAdeMO, Type 2",2010,Yes,3.4,3,Monthly,San Francisco,high
EVS00753,AC Level 1,0.38,9:00-18:00,19.15,88,Greenlots,150,CCS,2013,Yes,3.6,9,Monthly,Toronto,high
EVS00950,AC Level 1,0.28,24/7,5.76,61,Ionity,50,CCS,2013,Yes,3.2,2,Quarterly,Berlin,high
EVS01164,AC Level 2,0.32,9:00-18:00,3.75,19,ChargePoint,50,Tesla,2019,No,4.6,10,Annually,Los Angeles,low
EVS01497,AC Level 2,0.35,24/7,15.02,81,ChargePoint,350,CHAdeMO,2017,Yes,3.1,1,Annually,Chicago,high
EVS01509,AC Level 2,0.11,6:00-22:00,14.56,90,Ionity,150,"CHAdeMO, Type 2",2022,No,3.7,5,Monthly,San Francisco,high
EVS01516,AC Level 2,0.24,24/7,7.07,64,Tesla,150,"CHAdeMO, CCS",2021,Yes,3.0,10,Annually,San Francisco,high
EVS01608,AC Level 2,0.42,9:00-18:00,18.06,96,ChargePoint,350,Tesla,2023,No,4.2,5,Quarterly,San Francisco,high
EVS01612,DC Fast Charger,0.47,24/7,15.25,61,ChargePoint,50,CCS,2015,Yes,4.8,8,Monthly,Cape Town,high
EVS01803,AC Level 1,0.5,6:00-22:00,9.06,57,Ionity,350,"CHAdeMO, CCS",2015,Yes,3.4,7,Quarterly,Seoul,high
EVS01849,DC Fast Charger,0.42,24/7,2.79,96,ChargePoint,150,CCS,2017,Yes,3.2,4,Monthly,Seoul,high
EVS02062,DC Fast Charger,0.12,6:00-22:00,16.74,83,Greenlots,50,CCS,2014,Yes,4.2,9,Quarterly,Toronto,high
EVS02178,AC Level 2,0.44,24/7,1.22,51,Greenlots,150,CHAdeMO,2016,Yes,3.7,1,Quarterly,Moscow,high
EVS02196,AC Level 1,0.17,24/7,5.6,68,EVgo,150,CCS,2010,No,4.1,4,Monthly,Seoul,high
EVS02243,AC Level 2,0.38,24/7,12.19,71,Greenlots,350,"CCS, Tesla",2023,No,5.0,1,Monthly,Beijing,high
EVS02266,AC Level 1,0.36,24/7,19.43,74,Greenlots,150,Tesla,2020,Yes,4.8,2,Monthly,Mumbai,high
EVS02540,AC Level 1,0.18,24/7,18.93,31,ChargePoint,50,CCS,2019,No,3.8,5,Annually,Mumbai,low
EVS02824,AC Level 2,0.37,9:00-18:00,13.41,50,ChargePoint,350,CCS,2014,Yes,4.3,9,Annually,Sydney,high
EVS03102,AC Level 1,0.38,9:00-18:00,11.99,72,EVgo,50,"Type 2, CCS",2018,Yes,3.9,4,Annually,Beijing,high
EVS03187,AC Level 1,0.37,6:00-22:00,16.3,11,ChargePoint,150,"Tesla, Type 2",2015,Yes,4.4,1,Annually,Bangkok,low
EVS03242,DC Fast Charger,0.1,24/7,4.53,38,Ionity,22,"Type 2, CCS",2013,No,4.8,1,Monthly,Mexico City,low
EVS03248,AC Level 1,0.43,6:00-22:00,1.93,68,ChargePoint,22,Type 2,2019,No,3.6,8,Quarterly,Bangkok,high
EVS03346,AC Level 2,0.3,9:00-18:00,11.02,26,Tesla,350,Type 2,2020,No,4.8,10,Annually,Seoul,low
EVS03486,DC Fast Charger,0.34,6:00-22:00,1.47,25,EVgo,150,Tesla,2017,Yes,3.1,10,Monthly,Cape Town,low
EVS03705,AC Level 2,0.48,9:00-18:00,19.38,49,Greenlots,350,"Tesla, CHAdeMO",2014,No,3.1,8,Annually,Bangkok,low
EVS00283,DC Fast Charger,0.46,24/7,6.03,96,Greenlots,50,CHAdeMO,2023,Yes,3.3,3,Quarterly,Bangkok,high
EVS00556,AC Level 2,0.2,9:00-18:00,4.77,54,EVgo,150,Tesla,2016,Yes,4.0,6,Monthly,Seoul,high
EVS00990,AC Level 2,0.2,6:00-22:00,5.24,15,EVgo,22,"CCS, Tesla",2014,No,3.3,1,Monthly,Beijing,low
EVS01034,AC Level 1,0.23,6:00-22:00,7.07,96,Ionity,50,Tesla,2011,No,3.4,7,Quarterly,São Paulo,high
EVS01602,AC Level 2,0.41,9:00-18:00,14.57,98,EVgo,50,"CHAdeMO, CCS",2023,No,4.3,5,Annually,Los Angeles,high
EVS01673,AC Level 2,0.4,24/7,10.66,37,Ionity,22,"CCS, Tesla",2016,No,4.2,4,Annually,Moscow,low
EVS01767,AC Level 1,0.12,24/7,3.85,18,Greenlots,150,CHAdeMO,2015,No,3.2,2,Annually,Sydney,low
EVS01895,DC Fast Charger,0.43,6:00-22:00,14.0,18,EVgo,22,"Type 2, CCS",2020,Yes,3.3,3,Annually,São Paulo,low
EVS01922,AC Level 2,0.46,6:00-22:00,19.96,57,EVgo,22,"Type 2, CCS",2010,Yes,4.3,9,Monthly,Mumbai,high
EVS02018,DC Fast Charger,0.29,6:00-22:00,19.73,58,EVgo,50,"Type 2, CHAdeMO",2020,No,4.9,10,Annually,Los Angeles,high
EVS02493,AC Level 2,0.25,24/7,3.13,14,ChargePoint,350,"Tesla, CCS",2011,Yes,4.8,10,Quarterly,Dubai,low
EVS02499,DC Fast Charger,0.33,24/7,3.25,45,ChargePoint,22,"Type 2, CHAdeMO",2022,Yes,4.6,9,Annually,Moscow,low
EVS02527,AC Level 1,0.42,6:00-22:00,2.12,36,EVgo,50,Tesla,2017,No,4.0,7,Quarterly,Moscow,low
EVS03128,AC Level 2,0.48,9:00-18:00,8.97,77,ChargePoint,350,CHAdeMO,2014,Yes,3.3,7,Monthly,Seoul,high
EVS03238,DC Fast Charger,0.16,24/7,9.56,18,Ionity,50,Tesla,2013,No,3.9,4,Annually,Toronto,low
EVS03520,AC Level 1,0.43,6:00-22:00,14.07,26,Tesla,350,Tesla,2017,Yes,3.2,8,Annually,Chicago,low
EVS03552,AC Level 1,0.46,9:00-18:00,19.56,61,EVgo,350,CHAdeMO,2018,Yes,4.8,3,Annually,Chicago,high
EVS03953,DC Fast Charger,0.19,6:00-22:00,18.73,66,Tesla,350,"CHAdeMO, Type 2",2022,Yes,4.9,8,Annually,Toronto,high
EVS03955,AC Level 1,0.46,6:00-22:00,9.14,32,Ionity,350,CHAdeMO,2014,Yes,3.1,1,Monthly,Dubai,low
EVS04046,DC Fast Charger,0.43,9:00-18:00,5.85,29,ChargePoint,22,Tesla,2017,No,4.9,2,Monthly,Mexico City,low
EVS04270,AC Level 1,0.29,24/7,19.45,22,Tesla,150,"CCS, Type 2",2018,Yes,3.6,2,Annually,Sydney,low
EVS04356,AC Level 1,0.37,24/7,2.53,61,ChargePoint,50,"Tesla, CHAdeMO",2017,No,3.3,2,Quarterly,Toronto,high
EVS04425,DC Fast Charger,0.34,6:00-22:00,13.6,75,Ionity,22,"CHAdeMO, Tesla",2022,No,4.1,6,Annually,Moscow,high
EVS04476,DC Fast Charger,0.32,6:00-22:00,4.16,15,EVgo,150,CCS,2020,No,3.4,9,Annually,San Francisco,low
EVS04504,AC Level 1,0.25,9:00-18:00,0.86,41,ChargePoint,22,CCS,2011,No,3.2,5,Monthly,Bangkok,low
EVS04596,AC Level 2,0.19,24/7,3.55,75,ChargePoint,22,Tesla,2022,No,4.8,9,Quarterly,Sydney,high
EVS04929,AC Level 1,0.4,9:00-18:00,2.43,91,EVgo,150,Type 2,2017,Yes,4.6,6,Annually,Sydney,high
EVS00092,AC Level 1,0.39,24/7,13.83,58,EVgo,350,"Tesla, CCS",2018,Yes,3.7,3,Annually,San Francisco,high
EVS00143,AC Level 2,0.44,6:00-22:00,0.74,14,ChargePoint,50,"Type 2, CCS",2023,No,3.4,8,Monthly,Cape Town,low
EVS00329,AC Level 2,0.11,6:00-22:00,10.34,98,EVgo,50,Type 2,2013,No,4.4,3,Quarterly,Bangkok,high
EVS00352,DC Fast Charger,0.35,6:00-22:00,13.41,63,Ionity,22,CCS,2015,No,4.0,1,Annually,Sydney,high
EVS00365,AC Level 2,0.27,6:00-22:00,10.33,36,EVgo,22,Type 2,2014,Yes,4.9,9,Monthly,Sydney,low
EVS00406,AC Level 1,0.41,6:00-22:00,9.77,86,Tesla,22,"CCS, CHAdeMO",2021,Yes,3.1,10,Annually,Moscow,high
EVS00528,AC Level 2,0.42,6:00-22:00,15.28,29,ChargePoint,22,"Type 2, Tesla",2016,No,4.3,7,Annually,Chicago,low
EVS00627,AC Level 2,0.48,9:00-18:00,12.9,61,Greenlots,50,CCS,2020,No,3.4,6,Monthly,Moscow,high
EVS00647,AC Level 2,0.44,24/7,0.99,98,Greenlots,50,CHAdeMO,2010,Yes,4.1,7,Quarterly,Mumbai,high
EVS00929,AC Level 2,0.27,6:00-22:00,6.08,52,EVgo,22,"CHAdeMO, Tesla",2016,Yes,3.4,5,Quarterly,São Paulo,high
EVS01088,DC Fast Charger,0.38,6:00-22:00,18.77,69,ChargePoint,150,Type 2,2020,No,4.6,5,Quarterly,Mumbai,high
EVS01354,AC Level 2,0.37,24/7,4.38,99,Greenlots,50,CHAdeMO,2023,No,3.7,3,Monthly,Beijing,high
EVS01406,AC Level 1,0.31,6:00-22:00,18.7,36,EVgo,22,"Tesla, Type 2",2015,Yes,4.0,1,Quarterly,Bangkok,low
EVS01575,DC Fast Charger,0.46,6:00-22:00,2.4,61,Ionity,150,Type 2,2015,Yes,3.1,3,Annually,Cape Town,high
EVS01817,AC Level 2,0.19,9:00-18:00,17.78,60,Tesla,350,CHAdeMO,2019,No,4.5,9,Annually,Beijing,high
EVS02793,AC Level 1,0.18,24/7,12.47,33,Ionity,350,Tesla,2019,No,3.6,8,Annually,Sydney,low
EVS02806,AC Level 1,0.5,6:00-22:00,19.19,48,Ionity,150,"CCS, CHAdeMO",2018,No,4.3,9,Annually,Chicago,low
EVS02864,AC Level 2,0.2,9:00-18:00,17.76,73,ChargePoint,22,"Type 2, CHAdeMO",2014,Yes,4.5,3,Quarterly,San Francisco,high
EVS02944,AC Level 2,0.37,9:00-18:00,18.61,90,EVgo,350,"Tesla, Type 2",2019,Yes,3.3,3,Quarterly,Beijing,high
EVS03298,AC Level 2,0.2,9:00-18:00,14.54,44,Greenlots,50,"CCS, Tesla",2019,Yes,4.4,10,Annually,Mumbai,low
EVS03515,DC Fast Charger,0.13,6:00-22:00,9.81,96,Tesla,150,"CHAdeMO, Tesla",2010,No,3.5,5,Monthly,Mumbai,high
EVS03683,DC Fast Charger,0.39,6:00-22:00,5.55,36,Tesla,350,CHAdeMO,2016,Yes,3.0,3,Monthly,Seoul,low
EVS03977,AC Level 2,0.38,24/7,19.14,76,Greenlots,50,"Tesla, Type 2",2012,Yes,4.3,10,Quarterly,São Paulo,high
EVS04102,DC Fast Charger,0.13,6:00-22:00,5.18,44,Greenlots,350,"CHAdeMO, Type 2",2019,Yes,3.0,10,Annually,Sydney,low
EVS04322,AC Level 1,0.33,6:00-22:00,17.28,18,Tesla,22,Tesla,2013,Yes,4.8,3,Quarterly,Dubai,low
EVS04597,AC Level 1,0.32,9:00-18:00,13.19,93,Greenlots,350,CHAdeMO,2017,Yes,3.6,3,Monthly,Mumbai,high
EVS04630,AC Level 2,0.37,6:00-22:00,5.87,30,Ionity,22,Type 2,2019,Yes,4.5,4,Annually,Toronto,low
EVS04632,DC Fast Charger,0.46,24/7,8.91,17,ChargePoint,22,CHAdeMO,2017,Yes,4.8,7,Quarterly,Seoul,low
EVS04990,AC Level 2,0.33,6:00-22:00,14.36,76,Greenlots,350,CCS,2012,Yes,3.7,9,Quarterly,Mumbai,high
EVS00482,AC Level 1,0.36,9:00-18:00,16.14,11,ChargePoint,22,"CHAdeMO, Type 2",2010,Yes,3.0,10,Quarterly,Moscow,low
EVS00549,AC Level 2,0.29,9:00-18:00,18.69,34,Tesla,50,Type 2,2013,Yes,4.0,9,Annually,Chicago,low
EVS01193,AC Level 2,0.47,24/7,0.58,39,ChargePoint,350,"CHAdeMO, Tesla",2022,No,3.7,5,Annually,Mexico City,low
EVS01194,DC Fast Charger,0.31,6:00-22:00,8.0,87,Ionity,22,"Type 2, CCS",2020,Yes,4.9,7,Monthly,Mexico City,high
EVS01224,DC Fast Charger,0.42,24/7,10.3,90,EVgo,350,"Type 2, Tesla",2014,No,3.1,10,Annually,Bangkok,high
EVS01407,AC Level 1,0.26,6:00-22:00,4.07,58,EVgo,350,"CHAdeMO, Tesla",2014,Yes,3.7,1,Quarterly,Beijing,high
EVS01520,AC Level 1,0.22,9:00-18:00,18.44,90,Tesla,22,CCS,2015,No,4.2,8,Quarterly,São Paulo,high
EVS01558,DC Fast Charger,0.12,9:00-18:00,6.71,96,Ionity,22,CCS,2015,Yes,4.2,4,Monthly,San Francisco,high
EVS01570,AC Level 1,0.28,24/7,6.71,14,Ionity,50,Type 2,2023,Yes,4.1,5,Monthly,Bangkok,low
EVS01666,AC Level 1,0.48,24/7,7.11,86,Tesla,22,"Tesla, CCS",2011,Yes,3.4,4,Annually,Sydney,high
EVS01838,AC Level 2,0.32,6:00-22:00,16.98,100,Tesla,350,"CCS, Type 2",2010,No,4.6,7,Quarterly,Mumbai,high
EVS02037,AC Level 1,0.46,24/7,19.86,90,EVgo,50,Tesla,2016,Yes,3.6,4,Quarterly,San Francisco,high
EVS02150,AC Level 1,0.44,9:00-18:00,2.45,92,EVgo,50,Tesla,2018,No,4.4,9,Monthly,Sydney,high
EVS02354,DC Fast Charger,0.2,9:00-18:00,3.58,97,EVgo,22,"CCS, CHAdeMO",2022,Yes,3.5,4,Quarterly,Cape Town,high
EVS02545,DC Fast Charger,0.49,24/7,8.95,59,Tesla,150,Tesla,2023,Yes,4.9,9,Annually,Sydney,high
EVS02569,DC Fast Charger,0.28,6:00-22:00,13.74,54,Tesla,150,Tesla,2016,No,4.1,6,Monthly,Los Angeles,high
EVS03264,AC Level 1,0.28,9:00-18:00,10.72,90,Tesla,50,CCS,2014,No,3.4,3,Annually,Moscow,high
EVS03353,AC Level 2,0.23,24/7,10.36,94,Greenlots,350,Tesla,2012,Yes,3.6,1,Annually,São Paulo,high
EVS03527,DC Fast Charger,0.45,6:00-22:00,14.26,72,Ionity,22,Tesla,2014,No,4.7,2,Quarterly,Sydney,high
EVS03560,AC Level 1,0.4,24/7,18.33,51,ChargePoint,350,CCS,2020,No,3.1,2,Monthly,Toronto,high
EVS03633,AC Level 1,0.15,6:00-22:00,7.08,62,ChargePoint,22,"Tesla, CHAdeMO",2023,Yes,4.7,3,Monthly,São Paulo,high
EVS03814,AC Level 1,0.14,9:00-18:00,11.38,74,Tesla,150,Tesla,2015,No,3.8,2,Monthly,San Francisco,high
EVS03872,DC Fast Charger,0.24,9:00-18:00,8.37,97,EVgo,50,"Type 2, Tesla",2022,No,4.3,10,Monthly,Los Angeles,high
EVS00083,AC Level 2,0.36,6:00-22:00,16.47,32,Ionity,350,Tesla,2014,Yes,3.8,8,Quarterly,Cape Town,low
EVS00403,AC Level 2,0.35,24/7,19.65,90,ChargePoint,150,"CCS, Type 2",2019,No,3.3,9,Annually,Mexico City,high
EVS00466,AC Level 2,0.34,9:00-18:00,9.98,75,ChargePoint,50,CHAdeMO,2020,No,4.7,2,Quarterly,Moscow,high
EVS00470,AC Level 1,0.28,24/7,9.26,36,EVgo,150,Type 2,2010,Yes,4.3,7,Quarterly,Toronto,low
EVS00542,AC Level 1,0.33,9:00-18:00,4.61,65,EVgo,150,"Type 2, CCS",2014,No,3.6,2,Monthly,Bangkok,high
EVS00676,AC Level 1,0.11,9:00-18:00,17.73,63,EVgo,22,"CCS, CHAdeMO",2015,No,4.7,4,Monthly,Mexico City,high
